Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
514043,"Himatsingka Seide Ltd.,",HIMATSEIDE,HIMATSINGKA SEIDE LTD.,Active,A ,5.00,INE049A01027,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514045,"BSL Ltd.,",BSL,BSL LTD.,Active,B ,10.00,INE594B01012,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514060,Evergreen Textiles Limited,EVERTEX,Evergreen Textiles Limited,Active,ZP,10.00,INE229N01010,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514087,"P.B.M. Polytex Ltd.,",PBMPOLY,PBM POLYTEX LTD.-$,Active,X ,10.00,INE501F01018,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514113,"Adinath Textiles Ltd.,",ADINATH,ADINATH TEXTILES LTD.,Active,XT,10.00,INE207C01019,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514138,"Suryalata Spinning Mills Ltd.,",SURYALA,SURYALATA SPINNING MILLS LTD.-$,Active,X ,10.00,INE132C01027,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514140,"Suryavanshi Spinning Mills Ltd.,",SURYVANSP,SURYAVANSHI SPINNING MILLS LTD.-$,Active,XT,10.00,INE431C01023,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514142,T T Ltd,TTL,T T LTD.-$,Active,B ,10.00,INE592B01016,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514162,Welspun India Ltd,WELSPUNIND,WELSPUN INDIA LTD.,Active,A ,1.00,INE192B01031,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514165,Indian Acrylics Ltd,INDIANACRY,INDIAN ACRYLICS LTD.,Active,X ,10.00,INE862B01013,Fibres & Plastics,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Fibers & Plastics,
514167,Ganesha Ecosphere Limited,GANECOS,GANESHA ECOSPHERE LTD.,Active,B ,10.00,INE845D01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514171,Ceeta Industries Ltd.,CEETAIN,CEETA INDUSTRIES LTD.,Active,XT,1.00,INE760J01012,Construction Materials,Equity,Basic Materials,Construction Materials,Other Construction Materials,Other Construction Materials,
514175,"Vardhman Polytex Ltd.,",VARDMNPOLY,VARDHMAN POLYTEX LTD.,Active,B ,10.00,INE835A01011,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514183,Black Rose Industries Ltd,BLACKROSE,BLACK ROSE INDUSTRIES LTD.,Active,B ,1.00,INE761G01016,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
514197,S & T Corporation Limited,STCORP,S&T CORPORATION LTD.,Active,XT,10.00,INE110Q01015,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514211,Sumeet Industries Ltd,SUMEETINDS,SUMEET INDUSTRIES LTD.-$,Active,B ,10.00,INE235C01010,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514215,"Binny Ltd.,",BINNY,BINNY LTD.,Active,X ,5.00,INE118K01011,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514223,Ramgopal Polytex Ltd,RAMGOPOLY,RAMGOPAL POLYTEX LTD.,Active,XT,10.00,INE410D01017,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
514234,Sangam (India) Ltd,SANGAMIND,SANGAM (INDIA) LTD.,Active,B ,10.00,INE495C01010,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514236,TTL ENTERPRISES LIMITED,TTLEL,TTL Enterprises Ltd,Active,XT,10.00,INE664X01025,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
514238,Ikab Securities & Investment Ltd.,IKAB,IKAB SECURITIES & INVESTMENT LTD.,Active,XT,10.00,INE874A01010,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
514240,Kush Industries Limited,KUSHIND,Kush Industries Ltd,Active,XT,10.00,INE979D01011,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514248,Sree chem Resins Ltd,SRECR,SREECHEM RESINS LTD.,Active,P ,10.00,INE377C01010,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
514260,Surbhi Industries Limited,SURBHIN,SURBHI INDUSTRIES LTD.,Active,XT,10.00,INE899E01019,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514264,Seasons Textiles Ltd,SEASONST,SEASONS TEXTILES LTD.-$,Active,XT,10.00,INE707B01010,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514266,Zenith Fibres Limited,ZENIFIB,ZENITH FIBRES LTD.-$,Active,X ,10.00,INE106C01013,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514272,Bhilwara Spinners Ltd,BHILSPIN,BHILWARA SPINNERS LTD.,Active,XT,10.00,INE436C01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514274,"Aarvee Denims & Exports Ltd.,",AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,Active,B ,10.00,INE273D01019,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514280,Sanrhea Technical Textiles Ltd.,SANTETX,SANRHEA TECHNICAL TEXTILES LTD.,Active,XT,10.00,INE589J01015,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514286,Ashima Ltd,ASHIMASYN,ASHIMA LTD.,Active,B ,10.00,INE440A01010,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514300,Pioneer Embroideries Ltd.,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,Active,B ,10.00,INE156C01018,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514302,Vippy Spinpro Ltd.,VIPPYSP,VIPPY SPINPRO LTD.,Active,X ,10.00,INE660D01017,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514312,Jaihind Synthetics Ltd.,JAIHINDS,JAIHIND SYNTHETICS LTD.,Active,XT,10.00,INE156E01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514316,Raghuvir Synthetics Ltd.,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,Active,XT,1.00,INE969C01022,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514318,Jattashankar Industries Limited,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,Active,P ,10.00,INE722N01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514322,Kamadgiri Fashion Limited,KAMADGIRI,KAMADGIRI FASHION LTD.-$,Active,XT,10.00,INE535C01013,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514326,Patspin India Ltd.,PATSPINLTD,PATSPIN INDIA LTD.,Active,XT,10.00,INE790C01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514330,ONE GLOBAL SERVICE PROVIDER LIMITED,ONEGLOBAL,One Global Service Provider Ltd,Active,X ,10.00,INE670O01013,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514332,Neo Infracon Ltd.,NEOINFRA,NEO INFRACON LTD.,Active,X ,10.00,INE216I01017,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
514336,GENESIS IBRC INDIA LIMITED,GENESIS,Genesis Ibrc India Ltd,Active,X ,10.00,INE194N01016,Biotechnology,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Biotechnology,
514354,Premier Polyfilm Ltd.,PREMIERPOL,PREMIER POLYFILM LTD.,Active,B ,5.00,INE309M01012,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
514358,Everlon Synthetics Ltd.,EVERLON,EVERLON SYNTHETICS LTD.,Active,X ,10.00,INE339D01034,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514360,K&R RAIL ENGINEERING LIMITED,KRRAIL,K&R Rail Engineering Ltd,Active,X ,10.00,INE078T01026,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
514378,Yarn Syndicate Ltd.,YARNSYN,YARN SYNDICATE LTD.,Active,XT,10.00,INE564C01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
514386,Gujarat Cotex Ltd,GUJCOTEX,GUJARAT COTEX LTD.,Active,X ,5.00,INE004C01028,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514394,Atlas Jewellery India Limited,AJIL,Atlas Jewellery India Limited,Active,Z ,10.00,INE022N01019,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
514400,Garware Synthetics Ltd.,GARWSYN,GARWARE SYNTHETICS LTD.,Active,X ,10.00,INE340D01016,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
514402,Sharad Fibers & Yarn Processors Ltd,SHARDFI,SHARAD FIBRES & YARN PROCESSORS LTD.,Active,P ,10.00,INE638N01012,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514412,SARUP INDUSTRIES LIMITED,SARUPINDUS,SARUP INDUSTRIES LTD.-$,Active,XT,10.00,INE305D01019,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
514418,Mangalam Organics Limited,MANORG,Mangalam Organics Limited,Active,B ,10.00,INE370D01013,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
514428,Hindustan Adhesives Ltd.,HINDADH,HINDUSTAN ADHESIVES LTD.,Active,X ,10.00,INE074C01013,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
514442,Sri KPR Industries Ltd,SRIKPRIND,SRI KPR INDUSTRIES LTD.,Active,X ,10.00,INE009C01019,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
514448,"Jyoti Resins & Adhesives Ltd,",JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,Active,X ,10.00,INE577D01013,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
514450,Mahalaxmi Rubtech Ltd.,MHLXMIRU,MAHALAXMI RUBTECH LTD.,Active,B ,10.00,INE112D01035,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products,
514454,Southern Latex Ltd.,SOUTLAT,SOUTHERN LATEX LTD.,Active,XT,10.00,INE410M01018,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514460,Oswal Yarns Ltd.,OSWAYRN,OSWAL YARNS LTD.,Active,XT,10.00,INE670H01017,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
514470,Winsome Textile Industries Ltd,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD.-$,Active,B ,10.00,INE837B01031,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514482,Asahi Industries Limited,ASAHIIND,Asahi Industries Limited,Active,ZP,1.00,INE745I01015,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
514484,"Thambbi Modern Spinning Mills Ltd.,",THAMBBI,THAMBBI MODERN SPINNING MILLS LTD.,Active,X ,10.00,INE830D01016,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
515008,"Modern Insulators Ltd.,",MODINSU,MODERN INSULATORS LTD.,Active,XT,10.00,INE219W01012,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products,
515030,Asahi India Glass Ltd.,ASAHIINDIA,ASAHI INDIA GLASS LTD.,Active,A ,1.00,INE439A01020,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
515037,"Murudeshwar Ceramics Ltd.,",MURUDCERA,MURUDESHWAR CERAMICS LTD.,Active,B ,10.00,INE692B01014,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints",
515043,Saint-Gobain Sekurit India Ltd.,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,Active,X ,10.00,INE068B01017,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints",
515055,Anant Raj Limited,ANANTRAJ,Anant Raj Limited-$,Active,A ,2.00,INE242C01024,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
515059,"Madhusudan Industries Ltd.,",MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,Active,X ,5.00,INE469C01023,Edible Oils,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Edible Oils,
515085,Restile Ceramics Ltd.,RESTILE,RESTILE CERAMICS LTD.,Active,X ,10.00,INE298E01022,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints",
515093,"Madhav Marbles & Granites Ltd.,",MADHAV,MADHAV MARBLES & GRANITES LTD.,Active,B ,10.00,INE925C01016,Construction Materials,Equity,Basic Materials,Construction Materials,Other Construction Materials,Other Construction Materials,
515127,Ramasigns Industries Limited,RAMASIGNS,Ramasigns Industries Ltd,Active,X ,5.00,INE650D01026,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
515145,Hindusthan National Glass & Industr,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,Active,B ,2.00,INE952A01022,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
515147,Haldyn Glass Limited,HALDYNGL,Haldyn Glass Ltd-$,Active,X ,1.00,INE506D01020,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
516003,DUROPLY INDUSTRIES LIMITED,DUROPLY,Duroply Industries Ltd,Active,X ,10.00,INE932D01010,Forest Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Forest Products,
516016,"Shreyans Industries Limited.,",SHREYANIND,SHREYANS INDUSTRIES LTD.-$,Active,B ,10.00,INE231C01019,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
516020,Agio Paper & Industries Limited,AGIOPAPER,AGIO PAPER & INDUSTRIES LTD.-$,Active,XT,10.00,INE112C01011,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
516022,Star Paper Mills Ltd.,STARPAPER,STAR PAPER MILLS LTD.,Active,B ,10.00,INE733A01018,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
516030,YASH PAKKA LIMITED,YASHPAKKA,Yash Pakka Ltd-$,Active,X ,10.00,INE551D01018,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
516032,Sarda Papers Ltd,SARDAPPR,SARDA PAPERS LTD.,Active,XT,10.00,INE385D01011,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
516062,National Plywood Industries Ltd.,NATPLY,NATIONAL PLYWOOD INDUSTRIES LTD.,Active,Z ,10.00,INE497C01016,Forest Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Forest Products,
516064,Arrow Greentech Limited,ARROWGREEN,Arrow Greentech Ltd,Active,B ,10.00,INE570D01018,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
516072,Vishnu Chemicals Limited,VISHNU,VISHNU CHEMICALS LTD.,Active,T ,10.00,INE270I01014,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
516078,Jumbo Bag ltd.,JUMBO,JUMBO BAG LTD.,Active,X ,10.00,INE699D01015,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
516082,N.R.Agarwal Industries Ltd.,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,Active,B ,10.00,INE740D01017,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
516092,3P LAND HOLDINGS LTD.,3PLAND,3P Land Holdings Ltd,Active,T ,2.00,INE105C01023,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
516096,Sangal Papers Ltd.,SANPA,SANGAL PAPERS LTD.,Active,XT,10.00,INE384D01022,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
516106,Shree Karthik Papers Ltd.,SHKARTP,SHREE KARTHIK PAPERS LTD.,Active,XT,5.00,INE538D01015,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
516108,South India Paper Mills Ltd.,STHINPA,SOUTH INDIA PAPER MILLS LTD.,Active,X ,10.00,INE088G01014,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
